,Online boarding,Inflight entertainment,Type of Travel,Class
45516,5,5,Business travel,Business
45517,4,5,Personal Travel,Eco Plus
45518,5,5,Business travel,Business
45519,1,5,Personal Travel,Eco
45520,4,5,Business travel,Business
45521,2,3,Personal Travel,Eco
45522,4,4,Business travel,Eco
45523,5,1,Business travel,Business
45524,5,5,Business travel,Eco
45525,2,2,Business travel,Eco
45526,4,5,Business travel,Business
45527,1,2,Business travel,Eco Plus
45528,4,4,Business travel,Business
45529,5,5,Business travel,Business
45530,3,1,Business travel,Business
45531,2,2,Business travel,Eco Plus
45532,4,5,Business travel,Eco
45533,2,2,Business travel,Eco
45534,5,5,Business travel,Business
45535,2,4,Business travel,Eco
45536,3,2,Personal Travel,Eco Plus
45537,2,1,Business travel,Business
45538,5,5,Business travel,Business
45539,2,2,Business travel,Business
45540,3,5,Personal Travel,Eco
45541,4,2,Personal Travel,Business
45542,3,3,Business travel,Eco
45543,4,5,Business travel,Business
45544,3,2,Business travel,Business
45545,4,4,Business travel,Eco
45546,4,5,Business travel,Business
45547,5,5,Business travel,Business
45548,3,5,Business travel,Eco
45549,2,1,Personal Travel,Eco
45550,2,1,Personal Travel,Eco
45551,2,4,Personal Travel,Eco Plus
45552,2,5,Personal Travel,Eco Plus
45553,5,3,Business travel,Business
45554,1,4,Personal Travel,Eco Plus
45555,5,5,Business travel,Business
45556,3,1,Personal Travel,Eco Plus
45557,5,1,Business travel,Business
45558,4,4,Business travel,Business
45559,4,2,Business travel,Business
45560,3,3,Personal Travel,Eco
45561,2,2,Business travel,Eco
45562,5,5,Personal Travel,Business
45563,1,4,Business travel,Eco
45564,2,5,Business travel,Business
45565,1,1,Business travel,Business
45566,5,3,Personal Travel,Eco
45567,4,5,Personal Travel,Eco Plus
45568,3,5,Business travel,Eco
45569,3,5,Business travel,Eco
45570,4,4,Business travel,Business
45571,2,3,Business travel,Eco Plus
45572,3,1,Personal Travel,Eco
45573,4,3,Personal Travel,Eco
45574,4,3,Personal Travel,Eco
45575,4,4,Business travel,Eco
45576,3,2,Business travel,Business
45577,5,5,Business travel,Business
45578,5,5,Business travel,Business
45579,3,1,Personal Travel,Business
45580,5,5,Business travel,Business
45581,1,1,Business travel,Business
45582,1,4,Personal Travel,Eco
45583,4,5,Personal Travel,Eco Plus
45584,4,4,Business travel,Eco
45585,3,4,Personal Travel,Eco
45586,4,2,Business travel,Business
45587,4,4,Business travel,Business
45588,5,4,Business travel,Business
45589,5,5,Business travel,Business
45590,4,5,Business travel,Business
45591,5,5,Business travel,Business
45592,5,5,Business travel,Business
45593,4,3,Personal Travel,Eco
45594,3,5,Business travel,Business
45595,4,5,Business travel,Business
45596,4,5,Business travel,Eco
45597,2,2,Business travel,Business
45598,3,3,Business travel,Eco
45599,3,4,Personal Travel,Eco
45600,4,5,Business travel,Business
45601,2,2,Business travel,Eco
45602,2,2,Business travel,Business
45603,5,5,Business travel,Business
45604,1,1,Business travel,Eco
45605,5,4,Business travel,Business
45606,2,4,Business travel,Business
45607,3,2,Personal Travel,Eco
45608,3,4,Personal Travel,Eco
45609,5,5,Business travel,Business
45610,5,5,Business travel,Business
45611,2,4,Business travel,Business
45612,5,5,Business travel,Business
45613,2,2,Business travel,Business
45614,3,3,Business travel,Business
45615,4,5,Business travel,Business
45616,5,4,Business travel,Business
45617,4,4,Business travel,Eco Plus
45618,5,4,Business travel,Business
45619,4,5,Business travel,Business
45620,3,3,Business travel,Eco
45621,4,4,Business travel,Business
45622,3,2,Business travel,Eco
45623,2,4,Personal Travel,Eco
45624,3,1,Business travel,Business
45625,2,2,Business travel,Business
45626,4,4,Personal Travel,Eco
45627,3,2,Personal Travel,Eco
45628,3,1,Business travel,Eco Plus
45629,5,5,Business travel,Eco
45630,2,2,Business travel,Eco Plus
45631,4,4,Business travel,Eco
45632,4,4,Business travel,Eco
45633,5,5,Business travel,Business
45634,5,5,Business travel,Business
45635,3,3,Personal Travel,Eco
45636,2,2,Personal Travel,Eco
45637,2,3,Personal Travel,Eco
45638,3,1,Personal Travel,Eco
45639,2,2,Business travel,Business
45640,5,5,Business travel,Business
45641,3,3,Business travel,Eco
45642,2,5,Business travel,Eco
45643,2,1,Business travel,Eco
45644,2,2,Business travel,Eco
45645,1,5,Personal Travel,Eco Plus
45646,5,5,Business travel,Eco
45647,4,5,Business travel,Business
45648,4,3,Personal Travel,Eco
45649,3,1,Personal Travel,Eco
45650,2,1,Personal Travel,Eco
45651,4,4,Business travel,Business
45652,4,4,Business travel,Business
45653,2,3,Personal Travel,Eco
45654,5,5,Personal Travel,Business
45655,5,3,Personal Travel,Eco
45656,4,5,Personal Travel,Eco Plus
45657,3,1,Business travel,Business
45658,2,4,Business travel,Business
45659,4,3,Business travel,Business
45660,4,5,Business travel,Business
45661,2,1,Personal Travel,Eco
45662,4,4,Business travel,Eco
45663,2,2,Business travel,Eco
45664,2,2,Business travel,Business
45665,3,3,Business travel,Business
45666,4,4,Business travel,Business
45667,4,4,Business travel,Eco Plus
45668,3,2,Business travel,Business
45669,3,3,Business travel,Eco
45670,3,2,Business travel,Eco Plus
45671,2,1,Business travel,Eco Plus
45672,1,3,Personal Travel,Eco
45673,4,5,Business travel,Business
45674,1,1,Personal Travel,Eco
45675,5,4,Business travel,Eco
45676,3,4,Business travel,Eco
45677,4,5,Personal Travel,Eco
45678,4,3,Personal Travel,Eco
45679,3,4,Business travel,Eco
45680,2,2,Business travel,Eco
45681,1,2,Personal Travel,Eco
45682,4,5,Business travel,Business
45683,4,5,Business travel,Eco
45684,2,5,Personal Travel,Eco
45685,5,4,Business travel,Business
45686,1,4,Business travel,Business
45687,2,2,Business travel,Business
45688,4,4,Personal Travel,Eco
45689,1,2,Business travel,Eco
45690,3,3,Personal Travel,Eco
45691,3,3,Personal Travel,Eco
45692,5,4,Business travel,Business
45693,4,5,Business travel,Business
45694,2,2,Personal Travel,Eco
45695,2,1,Personal Travel,Eco
45696,4,5,Business travel,Business
45697,2,5,Business travel,Eco
45698,5,5,Business travel,Business
45699,4,4,Business travel,Business
45700,3,5,Personal Travel,Eco
45701,4,3,Personal Travel,Eco
45702,2,2,Business travel,Eco
45703,3,5,Business travel,Eco
45704,4,3,Personal Travel,Eco
45705,2,1,Personal Travel,Eco
45706,1,4,Personal Travel,Eco
45707,2,4,Personal Travel,Eco
45708,4,4,Business travel,Eco
45709,1,5,Personal Travel,Eco
45710,2,2,Business travel,Eco
45711,1,1,Business travel,Eco
45712,4,2,Business travel,Eco
45713,3,5,Business travel,Business
45714,5,1,Business travel,Business
45715,5,5,Business travel,Eco
45716,4,2,Business travel,Business
45717,5,4,Business travel,Business
45718,5,2,Business travel,Business
45719,3,3,Business travel,Eco
45720,3,2,Business travel,Business
45721,2,3,Personal Travel,Eco Plus
45722,5,4,Personal Travel,Business
45723,4,4,Business travel,Eco Plus
45724,4,1,Business travel,Business
45725,5,4,Business travel,Business
45726,4,1,Personal Travel,Eco
45727,5,4,Business travel,Business
45728,5,5,Business travel,Eco
45729,3,5,Business travel,Eco
45730,4,4,Business travel,Business
45731,4,5,Personal Travel,Eco
45732,5,5,Business travel,Eco Plus
45733,2,2,Business travel,Eco
45734,5,4,Business travel,Business
45735,2,1,Business travel,Business
45736,2,4,Business travel,Eco
45737,4,2,Business travel,Business
45738,1,3,Personal Travel,Eco
45739,4,4,Business travel,Business
45740,5,5,Personal Travel,Eco
45741,4,4,Business travel,Business
45742,4,2,Business travel,Business
45743,2,3,Business travel,Business
45744,4,3,Business travel,Business
45745,2,4,Personal Travel,Eco
45746,5,5,Business travel,Business
45747,5,5,Business travel,Business
45748,5,5,Business travel,Business
45749,3,1,Personal Travel,Eco
45750,3,2,Business travel,Eco
45751,4,5,Personal Travel,Eco
45752,4,4,Business travel,Business
45753,3,1,Business travel,Business
45754,5,5,Business travel,Business
45755,1,2,Business travel,Business
45756,2,2,Personal Travel,Eco
45757,2,3,Personal Travel,Eco Plus
45758,3,1,Business travel,Eco
45759,3,3,Business travel,Eco
45760,3,3,Business travel,Eco
45761,5,5,Business travel,Business
45762,3,2,Business travel,Eco
45763,5,5,Business travel,Business
45764,2,1,Business travel,Business
45765,2,5,Personal Travel,Eco
45766,4,2,Business travel,Business
45767,2,2,Business travel,Business
45768,1,4,Personal Travel,Eco
45769,3,2,Personal Travel,Eco
45770,3,1,Personal Travel,Eco
45771,3,5,Business travel,Business
45772,4,3,Business travel,Business
45773,4,2,Business travel,Business
45774,5,5,Business travel,Business
45775,4,4,Business travel,Business
45776,3,5,Business travel,Business
45777,3,3,Personal Travel,Eco
45778,4,4,Business travel,Business
45779,1,2,Personal Travel,Eco
45780,4,3,Personal Travel,Eco
45781,3,2,Personal Travel,Eco
45782,2,2,Personal Travel,Eco
45783,3,2,Business travel,Business
45784,5,5,Business travel,Eco
45785,4,5,Business travel,Business
45786,2,3,Business travel,Eco
45787,5,5,Business travel,Business
45788,5,4,Business travel,Business
45789,5,5,Business travel,Business
45790,4,4,Business travel,Business
45791,3,4,Business travel,Business
45792,2,5,Business travel,Business
45793,1,1,Personal Travel,Eco Plus
45794,4,5,Business travel,Business
45795,2,1,Personal Travel,Eco
45796,5,5,Business travel,Business
45797,4,5,Personal Travel,Eco
45798,1,2,Business travel,Eco
45799,3,5,Business travel,Business
45800,4,4,Business travel,Business
45801,3,2,Business travel,Eco
45802,4,5,Personal Travel,Eco
45803,4,4,Business travel,Eco
45804,3,1,Business travel,Eco
45805,4,5,Business travel,Business
45806,4,4,Personal Travel,Eco
45807,4,5,Business travel,Business
45808,3,3,Business travel,Eco Plus
45809,2,5,Business travel,Business
45810,4,4,Personal Travel,Eco
45811,3,5,Business travel,Business
45812,5,3,Personal Travel,Business
45813,4,5,Business travel,Business
45814,4,3,Business travel,Eco
45815,3,3,Business travel,Business
45816,4,4,Business travel,Business
45817,4,2,Business travel,Business
45818,5,2,Personal Travel,Eco
45819,1,4,Business travel,Eco
45820,4,5,Business travel,Business
45821,3,4,Business travel,Business
45822,3,3,Business travel,Business
45823,2,2,Business travel,Business
45824,4,1,Business travel,Business
45825,4,4,Business travel,Eco
45826,1,1,Personal Travel,Business
45827,4,4,Business travel,Business
45828,5,3,Personal Travel,Eco Plus
45829,4,2,Business travel,Eco
45830,4,4,Business travel,Business
45831,1,5,Business travel,Business
45832,4,5,Business travel,Eco
45833,5,3,Business travel,Business
45834,2,1,Personal Travel,Eco
45835,2,2,Business travel,Business
45836,4,4,Business travel,Business
45837,1,2,Personal Travel,Eco
45838,4,3,Business travel,Eco
45839,1,1,Business travel,Eco
45840,5,5,Business travel,Business
45841,5,5,Business travel,Eco
45842,5,4,Business travel,Business
45843,4,4,Business travel,Business
45844,4,4,Business travel,Business
45845,4,4,Personal Travel,Eco Plus
45846,4,4,Business travel,Business
45847,4,3,Personal Travel,Eco
45848,5,5,Business travel,Eco
45849,3,2,Business travel,Business
45850,1,3,Personal Travel,Eco
45851,4,2,Business travel,Business
45852,1,3,Personal Travel,Eco
45853,3,5,Business travel,Business
45854,2,1,Personal Travel,Eco
45855,3,3,Business travel,Eco
45856,4,5,Business travel,Business
45857,3,3,Business travel,Business
45858,4,3,Business travel,Business
45859,4,4,Business travel,Business
45860,4,2,Personal Travel,Eco
45861,4,2,Business travel,Eco
45862,3,5,Personal Travel,Eco
45863,3,5,Business travel,Business
45864,5,1,Personal Travel,Eco
45865,4,2,Personal Travel,Eco
45866,1,3,Personal Travel,Eco
45867,1,4,Personal Travel,Eco
45868,5,4,Business travel,Business
45869,4,1,Personal Travel,Eco
45870,4,5,Business travel,Business
45871,5,3,Business travel,Business
45872,3,5,Personal Travel,Eco
45873,2,4,Business travel,Business
45874,1,1,Business travel,Business
45875,4,4,Business travel,Business
45876,2,5,Business travel,Business
45877,3,5,Personal Travel,Eco
45878,4,3,Business travel,Business
45879,2,2,Business travel,Business
45880,5,5,Business travel,Business
45881,4,4,Business travel,Business
45882,1,4,Personal Travel,Eco
45883,2,4,Personal Travel,Eco
45884,2,2,Business travel,Business
45885,5,3,Business travel,Business
45886,1,1,Personal Travel,Eco
45887,1,5,Business travel,Business
45888,2,5,Personal Travel,Eco
45889,1,4,Business travel,Eco
45890,2,4,Personal Travel,Eco
45891,4,5,Business travel,Business
45892,2,2,Business travel,Business
45893,3,1,Personal Travel,Eco
45894,5,4,Business travel,Business
45895,3,5,Business travel,Business
45896,4,3,Personal Travel,Eco
45897,2,2,Personal Travel,Eco
45898,4,2,Business travel,Business
45899,4,4,Business travel,Business
45900,5,5,Business travel,Business
45901,1,1,Personal Travel,Eco
45902,4,4,Personal Travel,Eco
45903,3,4,Business travel,Business
45904,4,4,Business travel,Business
45905,3,5,Business travel,Business
45906,2,5,Personal Travel,Eco Plus
45907,5,2,Personal Travel,Eco
45908,5,1,Personal Travel,Eco
45909,4,5,Business travel,Business
45910,4,3,Personal Travel,Eco
45911,5,5,Business travel,Business
45912,2,3,Personal Travel,Eco
45913,1,1,Business travel,Business
45914,2,4,Business travel,Business
45915,2,3,Business travel,Eco
45916,1,1,Personal Travel,Eco
45917,4,2,Personal Travel,Eco
45918,4,5,Business travel,Eco Plus
45919,2,3,Business travel,Business
45920,5,2,Business travel,Business
45921,4,3,Business travel,Eco Plus
45922,2,2,Business travel,Eco
45923,5,3,Business travel,Business
45924,1,5,Personal Travel,Eco
45925,5,5,Business travel,Eco
45926,2,2,Business travel,Business
45927,4,4,Business travel,Business
45928,5,3,Business travel,Business
45929,2,5,Business travel,Eco
45930,2,2,Business travel,Eco Plus
45931,3,2,Business travel,Eco
45932,3,4,Personal Travel,Eco
45933,4,5,Business travel,Eco
45934,2,2,Personal Travel,Eco
45935,4,5,Business travel,Business
45936,4,4,Business travel,Business
45937,3,3,Personal Travel,Eco
45938,2,2,Personal Travel,Eco
45939,3,2,Business travel,Business
45940,4,4,Business travel,Business
45941,3,1,Personal Travel,Eco
45942,3,4,Business travel,Business
45943,4,1,Personal Travel,Eco Plus
45944,2,3,Business travel,Eco
45945,5,5,Business travel,Business
45946,1,1,Business travel,Business
45947,4,3,Business travel,Business
45948,3,3,Business travel,Business
45949,2,1,Personal Travel,Eco
45950,4,3,Business travel,Business
45951,1,2,Personal Travel,Eco
45952,4,4,Business travel,Business
45953,4,4,Business travel,Business
45954,2,4,Business travel,Business
45955,1,1,Business travel,Business
45956,5,4,Business travel,Business
45957,5,5,Personal Travel,Eco Plus
45958,3,5,Business travel,Business
45959,4,3,Business travel,Eco
45960,3,5,Personal Travel,Eco
45961,2,5,Business travel,Eco
45962,5,4,Personal Travel,Eco
45963,5,1,Business travel,Eco
45964,4,3,Personal Travel,Eco
45965,2,2,Business travel,Business
45966,1,1,Business travel,Eco Plus
45967,4,4,Business travel,Business
45968,1,3,Personal Travel,Business
45969,4,5,Personal Travel,Eco
45970,2,2,Business travel,Business
45971,3,2,Personal Travel,Eco
45972,1,3,Business travel,Eco
45973,3,4,Business travel,Eco
45974,5,5,Business travel,Business
45975,1,5,Business travel,Eco
45976,2,5,Business travel,Business
45977,3,3,Business travel,Eco
45978,4,4,Business travel,Business
45979,4,1,Personal Travel,Eco Plus
45980,3,4,Business travel,Eco
45981,4,3,Personal Travel,Eco
45982,5,2,Personal Travel,Eco
45983,2,2,Personal Travel,Eco
45984,5,3,Business travel,Business
45985,2,2,Business travel,Eco Plus
45986,5,3,Personal Travel,Eco
45987,4,4,Business travel,Business
45988,2,5,Business travel,Eco
45989,4,4,Business travel,Business
45990,3,4,Business travel,Business
45991,2,2,Business travel,Eco
45992,3,4,Business travel,Eco
45993,5,5,Business travel,Eco
45994,3,3,Business travel,Eco Plus
45995,2,3,Personal Travel,Eco
45996,1,3,Business travel,Eco
45997,3,4,Business travel,Business
45998,2,4,Business travel,Business
45999,5,5,Personal Travel,Eco
46000,1,4,Business travel,Business
46001,4,5,Personal Travel,Business
46002,5,4,Business travel,Business
46003,2,1,Business travel,Business
46004,3,3,Business travel,Business
46005,5,5,Business travel,Business
46006,4,5,Business travel,Business
46007,3,3,Business travel,Business
46008,2,2,Business travel,Eco Plus
46009,2,3,Personal Travel,Eco
46010,4,4,Business travel,Business
46011,2,3,Personal Travel,Eco
46012,5,5,Business travel,Business
46013,4,4,Business travel,Business
46014,2,1,Personal Travel,Eco Plus
46015,2,3,Personal Travel,Eco
46016,1,5,Business travel,Eco Plus
46017,5,3,Business travel,Business
46018,4,4,Business travel,Business
46019,2,3,Business travel,Eco
46020,5,5,Business travel,Business
46021,4,2,Business travel,Business
46022,3,4,Personal Travel,Eco
46023,2,1,Business travel,Business
46024,4,2,Personal Travel,Eco
46025,2,4,Personal Travel,Eco
46026,1,1,Business travel,Business
46027,4,4,Business travel,Business
46028,1,5,Personal Travel,Eco
46029,1,5,Personal Travel,Eco
